temporada_saison_id,temporada,tm_id,numero,nome,posicao,nacionalidade,nacionalidade_2,idade_na_temporada,clube_atual,valor_mercado,fonte
2024,2024/25,884072,47,Jeffinho,Esquerda,Brasil,,24,Liaoning Tieren,€ 5.00 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,800732,-,Diego Hernández,Esquerda,Uruguai,,23,Sport Recife,€ 2.00 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,727747,-,Carlos Alberto,Esquerda,Brasil,,21,Kalba FC,€ 1.30 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,525257,-,Gabriel Justino,Esquerda,Brasil,,25,Uberaba SC,-,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,1228194,8,Álvaro Montoro,Esquerda,Argentina,Itália,16,Botafogo FR,-,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,800175,-,Luiz Henrique,Direita,Brasil,,22,Zenit São Petersburgo,€ 12.00 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,440658,7,Artur,Direita,Brasil,,25,São Paulo FC,€ 10.00 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,1083600,16,Nathan Fernandes,Direita,Brasil,,18,Ludogorets Razgrad,€ 3.50 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,592347,-,Júnior Santos,Direita,Brasil,,29,Botafogo FR,€ 1.40 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,928096,-,Vitinho,Direita,Brasil,,22,Chungnam Asan,-,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,1096605,-,Kauan Toledo,Direita,Brasil,,17,Botafogo FR U20,-,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,1097263,-,Rafael Lobato,Direita,Brasil,,17,Rio Ave FC,-,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,1241278,-,Yarlen,Direita,Brasil,,17,Athletic Club,-,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,227081,30,Joaquín Correa,Seg.,Argentina,Itália,29,Botafogo FR,€ 10.00 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,390638,98,Arthur Cabral,,Brasil,,25,Botafogo FR,€ 16.00 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,743594,-,Matheus Nascimento,,Brasil,,19,Grêmio FBPA,€ 9.00 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,103381,-,Tiquinho Soares,,Brasil,Portugal,32,Sem clube,€ 4.00 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,538810,9,Chris Ramos,,Espanha,Estados Unidos,26,Real Oviedo,€ 3.00 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,973569,9,Rwan Cruz,,Brasil,Bulgária,22,Ludogorets Razgrad,€ 2.00 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,432164,99,Igor Jesus,,Brasil,Emirados Árabes Unidos,22,Nottingham Forest,€ 2.00 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,813044,-,Elias Manoel,,Brasil,,22,Botafogo FR,€ 1.50 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,195882,39,Gonzalo Mastriani,,Uruguai,Itália,30,América Mineiro,€ 1.50 mi.,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,982526,-,Valentín Adamo,,Uruguai,,21,Deportivo Táchira,€ 500 mil,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,1025717,-,Weliton,,Brasil,,18,EC Juventude U20,-,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,1219248,-,Kayke Queiroz,,Brasil,,17,Kawasaki Frontale,-,pagina de elenco salva do navegador — elenco_2025.html
2024,2024/25,1464878,37,Kadir Barría,,Panamá,,16,Botafogo FR,-,pagina de elenco salva do navegador — elenco_2025.html
2025,2025/26,401535,12,Gabriel Batista,,Brasil,Itália,28,,€ 4.00 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,477460,17,Warleson,,Brasil,Bélgica,29,,€ 2.00 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,520093,1,Raul,,Brasil,,29,,€ 400 mil,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,1074501,40,Cristhian Loor,,Equador,,20,,€ 350 mil,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,466336,5,Nahuel Ferraresi,,Venezuela,Itália,27,,€ 4.50 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,523363,31,Kaio,,Brasil,,30,,€ 1.80 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,796973,33,Lucas Monzón,,Uruguai,Brasil,24,,€ 550 mil,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,1127043,34,Gabriel Justino,,Brasil,,20,,€ 500 mil,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,980854,3,Ythallo,,Brasil,,22,,€ 300 mil,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,1092623,26,Anthony,,Brasil,,21,,€ 300 mil,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,255755,13,Alex Telles,Esq.,Brasil,Itália,33,,€ 2.80 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,520492,29,Paulinho,Esq.,Brasil,,31,,€ 400 mil,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,137745,21,Marçal,Esq.,Brasil,,37,,€ 200 mil,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,1112486,67,Jhoan Hernández,Esq.,Colômbia,,20,,€ 150 mil,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,789856,27,Caio Roque,Esq.,Brasil,,24,,-,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,468249,2,Vitinho,Dir.,Brasil,,27,,€ 9.00 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,856047,4,Mateo Ponte,Dir.,Uruguai,,23,,€ 2.00 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,666541,91,Domingos Andrade,,Angola,,23,,€ 1.50 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,126422,25,Allan,,Brasil,Portugal,35,,€ 1.00 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,1279908,55,Wallace Davi,,Brasil,,19,,€ 1.00 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,1364573,75,Huguinho,,Brasil,,19,,€ 300 mil,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,808509,8,Danilo,Central,Brasil,,25,,€ 32.00 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,661133,6,Cristian Medina,Central,Argentina,,24,,€ 9.00 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,169052,88,Edenilson,Central,Brasil,,36,,€ 250 mil,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,465819,23,Santiago Rodríguez,Ofensivo,Uruguai,,26,,€ 6.00 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,1087334,14,Jordan Barrera,Ofensivo,Colômbia,,20,,€ 2.50 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,1228194,10,Álvaro Montoro,Esquerda,Argentina,Itália,19,,€ 10.00 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,668228,11,Matheus Martins,Esquerda,Brasil,,23,,€ 6.00 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,592347,7,Júnior Santos,Direita,Brasil,,31,,€ 3.00 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,874844,77,Lucas Villalba,Direita,Uruguai,Itália,25,,€ 1.50 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,227081,30,Joaquín Correa,Seg.,Argentina,Itália,31,,€ 1.50 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,390638,19,Arthur Cabral,,Brasil,,28,,€ 9.00 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,1464878,37,Kadir Barría,,Panamá,,19,,€ 2.00 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,519731,-,Danilo,,Brasil,,27,,€ 1.50 mi.,pagina de elenco salva do navegador — elenco_2026.html
2025,2025/26,813044,-,Elias Manoel,,Brasil,,24,,€ 1.50 mi.,pagina de elenco salva do navegador — elenco_2026.html
